Adad-nerari_III_RN;Adad-nerari_III_RN;31
Adad-nerari_III_RN;Enlil_d;15
Adad-nerari_III_RN;Šamši-Adad_V_RN;10
Adad-nerari_III_RN;Shalmaneser_IV_RN;2
Adad-nerari_III_RN;Aššur_d;17
Adad-nerari_III_RN;Adad_d;2
Adad-nerari_III_RN;Nabu_d;2
Adad-nerari_III_RN;Shalmaneser_III_RN;7
Adad-nerari_III_RN;Sin_d;1
Adad-nerari_III_RN;Marduk_d;1
Adad-nerari_III_RN;Ištar_d;1
Adad-nerari_III_RN;Šamaš_d;1
Adad-nerari_II_RN;Adad-nerari_II_RN;355
Adad-nerari_II_RN;Girra_d;3
Adad-nerari_II_RN;Gula_d;4
Adad-nerari_II_RN;Aššur_d;30
Adad-nerari_II_RN;Ištar_d;4
Adad-nerari_II_RN;Ninurta_d;3
Adad-nerari_II_RN;Nergal_d;3
Adad-nerari_II_RN;Šamaš_d;1
Adad-nerari_II_RN;Enlil_d;1
Adad-nerari_II_RN;Adad_d;1
Adad_d;Šala_d;15
Adad_d;Ber_d;16
Adad_d;Nergal_d;45
Adad_d;Ištar-Aššuraya_d;15
Adad_d;Ištar-Bit-Kidmuri_d;10
Adad_d;Šarrat-Kidmuri_d;15
Adad_d;Ninurta_d;39
Adad_d;Erra_d;11
Adad_d;Nusku_d;22
Adad_d;Ištar_Nineveh_d;21
Adad_d;Nabu_d;32
Adad_d;Belet-ili_d;13
Adad_d;Ištar_Arbail_d;21
Adad_d;Marduk_d;30
Adad_d;Ashurnasirpal_II_RN;56
Adad_d;Anzu_d;4
Adad_d;Adad_d;23
Adad_d;Ištar_d;26
Adad_d;Bel_d;17
Adad_d;Enlil_d;22
Adad_d;Ea_d;16
Adad_d;Šamaš_d;26
Adad_d;Sebettu_d;4
Adad_d;Shalmaneser_III_RN;49
Adad_d;Kakka_d;3
Adad_d;Baba_d;2
Adad_d;Sin_d;12
Adad_d;Aššur_d;28
Adad_d;Nanna_d;2
Adad_d;Uraš_d;3
Adad_d;Tiamat_d;2
Adad_d;Damkina_d;3
Adad_d;Sargon_II_RN;34
Adad_d;Zababa_d;2
Adad_d;Palil_d;2
Adad_d;Dumuzi_d;2
Adad_d;Šarrat-nipha_d;2
Adad_d;Šamši-Adad_V_RN;6
Adad_d;Sennacherib_RN;31
Adad_d;Haya_d;2
Adad_d;Kusu_d;2
Adad_d;Esarhaddon_RN;20
Adad_d;Tašmetu_d;5
Adad_d;Ashurbanipal_RN;23
Adad_d;Mullissu_d;6
Adad_d;Šeruʾa_d;3
Adad_d;Nisaba_d;3
Adad_d;Kubu_d;1
Adad_d;Šakkan_d;1
Adad_d;Kunuš-kadru_d;1
Adad_d;Mišaru_d;1
Adad_d;Gula_d;2
Adad_d;Kidmuru_d;1
Adad_d;Ninlil_d;1
Adad_d;Adad-nerari_III_RN;3
Adad_d;Anu_d;3
Adad_d;Igigi_d;2
Adad_d;Tiglath-pileser_III_RN;3
Adad_d;Beltiya_d;1
Adad_d;Zarpanitu_d;3
Adad_d;Nanaya_d;1
Adad_d;Belet-parṣi_d;1
Adad_d;Ninšiku_d;1
Adad_d;Madanu_d;1
Adad_d;Anunnaki_d;1
Adad_d;Kippat-mati_d;1
Adad_d;Kutatati_d;1
Adad_d;Kittu_d;1
Adad_d;Aššur-dan_II_RN;1
Adad_d;Adad-nerari_II_RN;1
Amurru_d;Šarrat-eqi_d;1
Amurru_d;Šimati_d;1
Amurru_d;Tišpak_d;1
Amurru_d;Gula_d;2
Amurru_d;Kakka_d;1
Amurru_d;Uraš_d;1
Amurru_d;Haya_d;1
Amurru_d;Kusu_d;1
Amurru_d;Madanu_d;1
Amurru_d;Shalmaneser_III_RN;3
Amurru_d;Aššur_d;3
Amurru_d;Ninurta_d;1
Amurru_d;Nusku_d;1
Amurru_d;Enlil_d;1
Amurru_d;Tiglath-pileser_III_RN;1
Amurru_d;Šamaš_d;1
Amurru_d;Adad_d;1
Amurru_d;Ištar_d;1
Amurru_d;Marduk_d;1
Annunitu_d;Šarrat-eqi_d;1
Annunitu_d;Kubu_d;1
Annunitu_d;Papsukkal_d;1
Annunitu_d;Baba_d;1
Annunitu_d;Dumuzi_d;1
Annunitu_d;Ulaya_d;1
Annunitu_d;Gula_d;2
Annunitu_d;Belet-ekalli_d;1
Annunitu_d;Amurru_d;1
Annunitu_d;Madanu_d;1
Annunitu_d;Belet-ili_d;2
Annunitu_d;Uraš_d;1
Annunitu_d;Nanaya_d;1
Annunitu_d;Ninurta_d;2
Annunitu_d;Nabu_d;2
Annunitu_d;Tašmetu_d;1
Annunitu_d;Anu_d;1
Annunitu_d;Sargon_II_RN;1
Annunitu_d;Marduk_d;1
Antu_d;Damkina_d;4
Antu_d;Šala_d;4
Antu_d;Baba_d;2
Antu_d;Zababa_d;2
Antu_d;Belet-ili_d;4
Antu_d;Sîn-šarru-iškun_RN;5
Antu_d;Šimati_d;1
Antu_d;Kubu_d;1
Antu_d;Ea-šarru_d;1
Antu_d;Adad_d;5
Antu_d;Ea_d;3
Antu_d;Ninurta_d;4
Antu_d;Ištar-Bit-Kidmuri_d;1
Antu_d;Haya_d;1
Antu_d;Kusu_d;1
Antu_d;Enlil_d;5
Antu_d;Mullissu_d;4
Antu_d;Madanu_d;1
Antu_d;Beltiya_d;1
Antu_d;Nusku_d;2
Antu_d;Kippat-mati_d;1
Antu_d;Ištar-Aššuraya_d;1
Antu_d;Šeruʾa_d;1
Antu_d;Nisaba_d;1
Antu_d;Ištar_Nineveh_d;1
Antu_d;Ištar_Arbail_d;1
Antu_d;Bel_d;1
Antu_d;Nergal_d;1
Antu_d;Aššur_d;1
Antu_d;Sennacherib_RN;1
Anu_d;Dagan_d;20
Anu_d;Ištar-Bit-Kidmuri_d;9
Anu_d;Antu_d;10
Anu_d;Ea_d;29
Anu_d;Belet-ili_d;17
Anu_d;Enlil_d;41
Anu_d;Adad_d;39
Anu_d;Anunnaki_d;8
Anu_d;Šala_d;5
Anu_d;Sin_d;22
Anu_d;Igigi_d;9
Anu_d;Nergal_d;14
Anu_d;Damkina_d;4
Anu_d;Kubu_d;2
Anu_d;Baba_d;2
Anu_d;Ištar_d;15
Anu_d;Sebettu_d;3
Anu_d;Šamaš_d;19
Anu_d;Haya_d;2
Anu_d;Kusu_d;2
Anu_d;Mullissu_d;8
Anu_d;Zababa_d;2
Anu_d;Ea-šarru_d;2
Anu_d;Ninurta_d;6
Anu_d;Anu_d;5
Anu_d;Šeruʾa_d;3
Anu_d;Nusku_d;4
Anu_d;Uraš_d;2
Anu_d;Šimati_d;1
Anu_d;Kunuš-kadru_d;1
Anu_d;Ashurnasirpal_II_RN;10
Anu_d;Aššur_d;11
Anu_d;Bel_d;4
Anu_d;Kakka_d;1
Anu_d;Marduk_d;7
Anu_d;Nabu_d;7
Anu_d;Ninšiku_d;1
Anu_d;Madanu_d;1
Anu_d;Kippat-mati_d;1
Anu_d;Ištar-Aššuraya_d;2
Anu_d;Shalmaneser_III_RN;5
Anu_d;Zarpanitu_d;1
Anu_d;Tašmetu_d;2
Anu_d;Esarhaddon_RN;5
Anu_d;Ištar_Arbail_d;2
Anu_d;Sargon_II_RN;6
Anu_d;Kulla_d;1
Anu_d;Beltiya_d;1
Anu_d;Ištar_Nineveh_d;2
Anu_d;Nisaba_d;1
Anu_d;Sennacherib_RN;4
Anu_d;Ashurbanipal_RN;2
Anunnaki_d;Ninlil_d;6
Anunnaki_d;Enlil_d;17
Anunnaki_d;Nusku_d;7
Anunnaki_d;Ea_d;7
Anunnaki_d;Nergal_d;7
Anunnaki_d;Anu_d;5
Anunnaki_d;Utulu_d;1
Anunnaki_d;Sin_d;6
Anunnaki_d;Igigi_d;2
Anunnaki_d;Kippat-mati_d;1
Anunnaki_d;Bel_d;3
Anunnaki_d;Šeruʾa_d;1
Anunnaki_d;Dagan_d;1
Anunnaki_d;Ninurta_d;1
Anunnaki_d;Nabu_d;1
Anunnaki_d;Aššur_d;4
Anunnaki_d;Ištar_d;1
Anunnaki_d;Ashurbanipal_RN;5
Anunnaki_d;Tašmetu_d;1
Anunnaki_d;Šamaš_d;1
Anunnaki_d;Sennacherib_RN;2
Anzu_d;Mišaru_d;2
Anzu_d;Kittu_d;2
Anzu_d;Malik_d;1
Anzu_d;Ulaya_d;1
Anzu_d;Šakkan_d;1
Anzu_d;Ea-šarru_d;1
Anzu_d;Damkina_d;1
Anzu_d;Nanaya_d;1
Anzu_d;Ashurnasirpal_II_RN;4
Anzu_d;Mullissu_d;1
Anzu_d;Shalmaneser_III_RN;1
Anzu_d;Ištar_d;1
Anzu_d;Nabu_d;1
Asalluhi_d;Kusu_d;3
Asalluhi_d;Kusibanda_d;1
Asalluhi_d;Belet-ili_d;3
Asalluhi_d;Ninkura_d;1
Asalluhi_d;Ninagal_d;1
Asalluhi_d;Marduk_d;1
